target;id;text;text_tokenized_list;text_tokenized
cause;18843.0;falta de recursos economicos para la construccion y/o adecuacion restaurantes escolares;['falta', 'recursos', 'economicos', 'construccion', 'adecuacion', 'restaurantes', 'escolares'];falta recursos economicos construccion adecuacion restaurantes escolares
cause;4745.0;dificultad en el transito de vehiculos;['dificultad', 'transito', 'vehiculos'];dificultad transito vehiculos
effect;18288.0;en consecuencia aumento del precio final de los productos para compra del consumidor;['consecuencia', 'aumento', 'precio', 'final', 'productos', 'compra', 'consumidor'];consecuencia aumento precio final productos compra consumidor
cause;18677.0;escaso mantenimiento e inestabilidad de taludes en la via.;['escaso', 'mantenimiento', 'inestabilidad', 'taludes', 'via'];escaso mantenimiento inestabilidad taludes via
effect;90154.0;aumento de enfermedades transmitidas por alimentos;['aumento', 'enfermedades', 'transmitidas', 'alimentos'];aumento enfermedades transmitidas alimentos
effect;155640.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
cause;5466.0;mantenimiento preventivo y correctivo deficiente.;['mantenimiento', 'preventivo', 'correctivo', 'deficiente'];mantenimiento preventivo correctivo deficiente
effect;21379.0;altos costos de desplazamiento de productos agropecuarios y poblacion;['altos', 'costos', 'desplazamiento', 'productos', 'agropecuarios', 'poblacion'];altos costos desplazamiento productos agropecuarios poblacion
cause;5299.0;deterioro en las vias urbanas;['deterioro', 'vias', 'urbanas'];deterioro vias urbanas
effect;142763.0;desinteres de turistas y deportivas para visitar el santuario religioso.;['desinteres', 'turistas', 'deportivas', 'visitar', 'santuario', 'religioso'];desinteres turistas deportivas visitar santuario religioso
cause;7480.0;altas pendientes en la via anolaima - vereda san rafael sector la escuela;['altas', 'pendientes', 'via', 'anolaima', 'vereda', 'san', 'rafael', 'sector', 'escuela'];altas pendientes via anolaima vereda san rafael sector escuela
effect;8088.0;aumento en los costos operativos;['aumento', 'costos', 'operativos'];aumento costos operativos
cause;13578.0;deficientes tratamientos anteriores;['deficientes', 'tratamientos', 'anteriores'];deficientes tratamientos anteriores
cause;5425.0;mantenimiento preventivo y correctivo deficiente;['mantenimiento', 'preventivo', 'correctivo', 'deficiente'];mantenimiento preventivo correctivo deficiente
cause;181141.0;desconexion de las vias terciarias para el transito de pasajeros y productos;['desconexion', 'vias', 'terciarias', 'transito', 'pasajeros', 'productos'];desconexion vias terciarias transito pasajeros productos
effect;215219.0;dificultad para desarrollar actividades turisticas;['dificultad', 'desarrollar', 'actividades', 'turisticas'];dificultad desarrollar actividades turisticas
cause;161241.0;falta de infraestructura para fortalecer la aplicacion de tecnologias y sistemas de informacion y comunicacion orientados a la reduccion, manejo y prevencion de desastres.;['falta', 'infraestructura', 'fortalecer', 'aplicacion', 'tecnologias', 'sistemas', 'informacion', 'comunicacion', 'orientados', 'reduccion', 'manejo', 'prevencion', 'desastres'];falta infraestructura fortalecer aplicacion tecnologias sistemas informacion comunicacion orientados reduccion manejo prevencion desastres
cause;2722.0;ausencia de lineamientos y normatividad efectiva que direccionen el desarrollo de los procesos de formacion;['ausencia', 'lineamientos', 'normatividad', 'efectiva', 'direccionen', 'desarrollo', 'procesos', 'formacion'];ausencia lineamientos normatividad efectiva direccionen desarrollo procesos formacion
cause;3750.0;aumento de tasas de drogadiccion y alcoholismo;['aumento', 'tasas', 'drogadiccion', 'alcoholismo'];aumento tasas drogadiccion alcoholismo
problem;606.0;deficiencia en la infraestructura educativa;['deficiencia', 'infraestructura', 'educativa'];deficiencia infraestructura educativa
cause;2898.0;falta de acceso a herramientas jurdicas, para una mejor defensa judicial y extrajudicial;['falta', 'acceso', 'herramientas', 'jurdicas', 'mejor', 'defensa', 'judicial', 'extrajudicial'];falta acceso herramientas jurdicas mejor defensa judicial extrajudicial
cause;9077.0;insuficientes recursos para construccion de puentes;['insuficientes', 'recursos', 'construccion', 'puentes'];insuficientes recursos construccion puentes
cause;3370.0;deficiente competitividad y desarrollo turistico del departamento;['deficiente', 'competitividad', 'desarrollo', 'turistico', 'departamento'];deficiente competitividad desarrollo turistico departamento
cause;3348.0;prestacion del servicio al ciudadano ineficiente;['prestacion', 'servicio', 'ciudadano', 'ineficiente'];prestacion servicio ciudadano ineficiente
problem;66166.0;ausencia de infraestructura fisica del palacio municipal para la ubicacion de la maquinaria en el municipio de fomeque cundinamarca;['ausencia', 'infraestructura', 'fisica', 'palacio', 'municipal', 'ubicacion', 'maquinaria', 'municipio', 'fomeque', 'cundinamarca'];ausencia infraestructura fisica palacio municipal ubicacion maquinaria municipio fomeque cundinamarca
effect;24742.0;dificultad y aumento en los tiempos de desplazamiento;['dificultad', 'aumento', 'tiempos', 'desplazamiento'];dificultad aumento tiempos desplazamiento
effect;8415.0;aumento de costos y tiempos de viaje;['aumento', 'costos', 'tiempos', 'viaje'];aumento costos tiempos viaje
problem;2434.0;comunidad estudiantil afectados por falta de instalaciones completas e idoneas en la institucion educativa santa marta del municipio de san bernardo cundinamarca;['comunidad', 'estudiantil', 'afectados', 'falta', 'instalaciones', 'completas', 'idoneas', 'institucion', 'educativa', 'santa', 'marta', 'municipio', 'san', 'bernardo', 'cundinamarca'];comunidad estudiantil afectados falta instalaciones completas idoneas institucion educativa santa marta municipio san bernardo cundinamarca
effect;78400.0;baja participacion de la poblacion a los programas municipales;['baja', 'participacion', 'poblacion', 'programas', 'municipales'];baja participacion poblacion programas municipales
effect;6013.0;2.1 aumento en los costos de transporte de carga y pasajeros;['aumento', 'costos', 'transporte', 'carga', 'pasajeros'];aumento costos transporte carga pasajeros
effect;3162.0;perdida de vidas humanas;['perdida', 'vidas', 'humanas'];perdida vidas humanas
effect;9837.0;incremento en los precios de la canasta familiar;['incremento', 'precios', 'canasta', 'familiar'];incremento precios canasta familiar
effect;18843.0;incremento en los costos de mantenimiento vehicular;['incremento', 'costos', 'mantenimiento', 'vehicular'];incremento costos mantenimiento vehicular
effect;62860.0;baja oferta y demanda de productos y transporte de la vereda.;['baja', 'oferta', 'demanda', 'productos', 'transporte', 'vereda'];baja oferta demanda productos transporte vereda
effect;159490.0;incremento de precios de los alimentos;['incremento', 'precios', 'alimentos'];incremento precios alimentos
problem;1834.0;dificultad en la intercomunicacion de la poblacion rural en la via terciaria del municipio de gachala;['dificultad', 'intercomunicacion', 'poblacion', 'rural', 'via', 'terciaria', 'municipio', 'gachala'];dificultad intercomunicacion poblacion rural via terciaria municipio gachala
problem;1363.0;mal estado de la via que conduce a la vereda la maria-santivar alto, sector guadual;['mal', 'via', 'conduce', 'vereda', 'alto', 'sector', 'guadual'];mal via conduce vereda alto sector guadual
cause;19774.0;falta de infraestructura optima;['falta', 'infraestructura', 'optima'];falta infraestructura optima
cause;7.0;1.baja aplicacion de modelos y estrategias flexibles en educacion inclusiva.;['aplicacion', 'modelos', 'estrategias', 'flexibles', 'educacion', 'inclusiva'];aplicacion modelos estrategias flexibles educacion inclusiva
cause;203294.0;baja periodicidad y calidad del mantenimiento.;['baja', 'periodicidad', 'calidad', 'mantenimiento'];baja periodicidad calidad mantenimiento
cause;2442.0;gran parte de la informacion se encuentra en sistemas que no tienen seguridad y versiones obsoletas y  muchas veces no tienen soporte por parte del fabricante.;['gran', 'parte', 'informacion', 'encuentra', 'sistemas', 'seguridad', 'versiones', 'obsoletas', 'muchas', 'veces', 'soporte', 'parte', 'fabricante'];gran parte informacion encuentra sistemas seguridad versiones obsoletas muchas veces soporte parte fabricante
cause;12050.0;deterioro de las estructuras existentes;['deterioro', 'estructuras', 'existentes'];deterioro estructuras existentes
effect;19996.0;disminucion de actividades deportivas,culturales y recreativas realizadas en este espacio.;['disminucion', 'actividades', 'deportivas', 'culturales', 'recreativas', 'realizadas', 'espacio'];disminucion actividades deportivas culturales recreativas realizadas espacio
cause;19687.0;deficiencia drenaje de escorrentias;['deficiencia', 'drenaje', 'escorrentias'];deficiencia drenaje escorrentias
cause;3258.0;no existen politicas publicas enfocadas en el perdon y la reconciliacion;['existen', 'politicas', 'publicas', 'enfocadas', 'perdon', 'reconciliacion'];existen politicas publicas enfocadas perdon reconciliacion
cause;11037.0;deficiencias en el mantenimiento;['deficiencias', 'mantenimiento'];deficiencias mantenimiento
effect;9259.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
effect;21707.0;escases de oportunidades de trabajo tanto para hombre como para mujeres en el municipio;['escases', 'oportunidades', 'trabajo', 'hombre', 'mujeres', 'municipio'];escases oportunidades trabajo hombre mujeres municipio
effect;79405.0;incremento en los costos de transporte;['incremento', 'costos', 'transporte'];incremento costos transporte
effect;10830.0;incremento en los tiempos de desplazamiento;['incremento', 'tiempos', 'desplazamiento'];incremento tiempos desplazamiento
cause;151340.0;desatencion de puntos criticos;['desatencion', 'puntos', 'criticos'];desatencion puntos criticos
cause;7363.0;baja planeacion, por parte de la administracion municipal.;['baja', 'planeacion', 'parte', 'administracion', 'municipal'];baja planeacion parte administracion municipal
effect;163187.0;baja oferta y demanda de productos y transporte de la vereda;['baja', 'oferta', 'demanda', 'productos', 'transporte', 'vereda'];baja oferta demanda productos transporte vereda
effect;4006.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
effect;4425.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
cause;7635.0;la falta de gestion de recursos para el mejoramiento de esta estructura;['falta', 'gestion', 'recursos', 'mejoramiento', 'estructura'];falta gestion recursos mejoramiento estructura
cause;3660.0;poca  difusion de programas dirigidos a los y las jovenes que generan dificultades sociales y/o economicos y conllevan a influencias de pares negativos y ambientes familiares no favorable;['poca', 'difusion', 'programas', 'dirigidos', 'jovenes', 'generan', 'dificultades', 'sociales', 'economicos', 'conllevan', 'influencias', 'pares', 'negativos', 'ambientes', 'familiares', 'favorable'];poca difusion programas dirigidos jovenes generan dificultades sociales economicos conllevan influencias pares negativos ambientes familiares favorable
cause;214854.0;deterioro de la superficie de rodadura.;['deterioro', 'superficie', 'rodadura'];deterioro superficie rodadura
effect;111250.0;-perdida de productos -bajos precios de los productos;['productos', 'precios', 'productos'];productos precios productos
problem;1019.0;estructura existente para el paso de la via  sobre  la quebrada el monte no cumple con las condiciones tecnicas adecuada ya que es una estructura que cumplio si vida util;['estructura', 'existente', 'paso', 'via', 'quebrada', 'monte', 'cumple', 'condiciones', 'tecnicas', 'adecuada', 'estructura', 'cumplio', 'si', 'vida', 'util'];estructura existente paso via quebrada monte cumple condiciones tecnicas adecuada estructura cumplio si vida util
problem;4563.0;dificultad en la intercomunicacion terrestre de la poblacion rural de la vereda cacique sector el caracol en el municipio de ubaque.;['dificultad', 'intercomunicacion', 'terrestre', 'poblacion', 'rural', 'vereda', 'cacique', 'sector', 'caracol', 'municipio', 'ubaque'];dificultad intercomunicacion terrestre poblacion rural vereda cacique sector caracol municipio ubaque
cause;2565.0;inadecuados habitos alimentarios;['inadecuados', 'habitos', 'alimentarios'];inadecuados habitos alimentarios
effect;18628.0;baja comercializacion de productos del municipio;['baja', 'comercializacion', 'productos', 'municipio'];baja comercializacion productos municipio
effect;18053.0;baja velocidad de movilizacion de vehiculos de diferentes tipos;['baja', 'velocidad', 'movilizacion', 'vehiculos', 'diferentes', 'tipos'];baja velocidad movilizacion vehiculos diferentes tipos
effect;8951.0;imposibilidad de obtener licencia de construccion;['imposibilidad', 'obtener', 'licencia', 'construccion'];imposibilidad obtener licencia construccion
effect;140645.0;dificil acceso de servicios medicos;['dificil', 'acceso', 'servicios', 'medicos'];dificil acceso servicios medicos
problem;2043.0;el deterioro de la via anolaima  vereda la laguna sector el cajon del municipio de anolaima, via muy utilizada por los habitantes, presenta gran dificultad en el transito lo que hace peligroso el acceso de vehiculos y camiones que transportan sus productos agricolas y los estudiantes que tiene que trasladarse a los centros educativos ubicados en el casco urbano.;['deterioro', 'via', 'anolaima', 'vereda', 'laguna', 'sector', 'cajon', 'municipio', 'anolaima', 'via', 'utilizada', 'habitantes', 'presenta', 'gran', 'dificultad', 'transito', 'hace', 'peligroso', 'acceso', 'vehiculos', 'camiones', 'transportan', 'productos', 'agricolas', 'estudiantes', 'trasladarse', 'centros', 'educativos', 'ubicados', 'casco', 'urbano'];deterioro via anolaima vereda laguna sector cajon municipio anolaima via utilizada habitantes presenta gran dificultad transito hace peligroso acceso vehiculos camiones transportan productos agricolas estudiantes trasladarse centros educativos ubicados casco urbano
cause;12260.0;escaso mantenimiento de la via;['escaso', 'mantenimiento', 'via'];escaso mantenimiento via
cause;4052.0;desatencion de puntos criticos;['desatencion', 'puntos', 'criticos'];desatencion puntos criticos
cause;3558.0;ausencia de programas integrales para la atencion de la mujer victima de violencia;['ausencia', 'programas', 'integrales', 'atencion', 'mujer', 'victima', 'violencia'];ausencia programas integrales atencion mujer victima violencia
cause;14038.0;mal aspecto visual de nuestro casco urbano;['mal', 'aspecto', 'visual', 'casco', 'urbano'];mal aspecto visual casco urbano
effect;19015.0;disminucion de la calidad educativa de la entidad territorial;['disminucion', 'calidad', 'educativa', 'entidad', 'territorial'];disminucion calidad educativa entidad territorial
effect;20647.0;dificultades de transitabilidad en las vias por mal estado.;['dificultades', 'transitabilidad', 'vias', 'mal'];dificultades transitabilidad vias mal
effect;4091.0;deterioro acelerado en los mantenimiento realizados;['deterioro', 'acelerado', 'mantenimiento', 'realizados'];deterioro acelerado mantenimiento realizados
cause;6667.0;deterioro en las vias urbanas;['deterioro', 'vias', 'urbanas'];deterioro vias urbanas
cause;108107.0;los espacios deportivos no cuentan con la dotacion adecuada para la practica deportiva;['espacios', 'deportivos', 'cuentan', 'dotacion', 'adecuada', 'practica', 'deportiva'];espacios deportivos cuentan dotacion adecuada practica deportiva
effect;90622.0;dificil acceso de servicios medicos;['dificil', 'acceso', 'servicios', 'medicos'];dificil acceso servicios medicos
cause;123138.0;drenaje deficiente de escorrentia;['drenaje', 'deficiente', 'escorrentia'];drenaje deficiente escorrentia
cause;2623.0;desinteres o desconocimiento de las familias por pertencer a un programa de aprovechamiento de tiempo libre, actividad fisica y recreacion;['desinteres', 'desconocimiento', 'familias', 'pertencer', 'programa', 'aprovechamiento', 'tiempo', 'libre', 'actividad', 'fisica', 'recreacion'];desinteres desconocimiento familias pertencer programa aprovechamiento tiempo libre actividad fisica recreacion
effect;18280.0;incremento en los costos  de salud;['incremento', 'costos', 'salud'];incremento costos salud
cause;19302.0;bajo poder adquisitivo de las familias;['bajo', 'poder', 'adquisitivo', 'familias'];bajo poder adquisitivo familias
cause;2348.0;bajo mantenimiento preventivo y correctivo de la via;['bajo', 'mantenimiento', 'preventivo', 'correctivo', 'via'];bajo mantenimiento preventivo correctivo via
problem;993.0;no existe un espacio adecuado para el desarrollo de las actividades educativas para los alumnos de esta escuela;['existe', 'espacio', 'adecuado', 'desarrollo', 'actividades', 'educativas', 'alumnos', 'escuela'];existe espacio adecuado desarrollo actividades educativas alumnos escuela
cause;3554.0;escaso mantenimiento de la via.;['escaso', 'mantenimiento', 'via'];escaso mantenimiento via
problem;787.0;dificultad en la intercomunicacion terrestre entre el municipio de paratebueno y la vereda santa ines;['dificultad', 'intercomunicacion', 'terrestre', 'municipio', 'paratebueno', 'vereda', 'santa', 'ines'];dificultad intercomunicacion terrestre municipio paratebueno vereda santa ines
effect;4282.0;baja practica del deporte y la recreacion;['baja', 'practica', 'deporte', 'recreacion'];baja practica deporte recreacion
effect;8153.0;incremento en los tiempos de desplazamiento.;['incremento', 'tiempos', 'desplazamiento'];incremento tiempos desplazamiento
effect;10052.0;altos costos en mantenimiento  vehicular.;['altos', 'costos', 'mantenimiento', 'vehicular'];altos costos mantenimiento vehicular
effect;2769.0;aumento de riesgos de padecer enfermedades ligadas al sedentarismo.;['aumento', 'riesgos', 'padecer', 'enfermedades', 'ligadas', 'sedentarismo'];aumento riesgos padecer enfermedades ligadas sedentarismo
effect;3706.0;desvalorizacion de predios en la region;['desvalorizacion', 'predios', 'region'];desvalorizacion predios region
effect;213967.0;deterioro acelerado de los tratamientos efectuados;['deterioro', 'acelerado', 'tratamientos', 'efectuados'];deterioro acelerado tratamientos efectuados
effect;17916.0;inoportuno acceso a servicios medicos;['inoportuno', 'acceso', 'servicios', 'medicos'];inoportuno acceso servicios medicos
cause;20177.0;transito diario de vehiculos de carga;['transito', 'diario', 'vehiculos', 'carga'];transito diario vehiculos carga
cause;5442.0;perdida de obras de conduccion de aguas, topografia  erosionada, alta pendiente >10%;['perdida', 'obras', 'conduccion', 'aguas', 'topografia', 'erosionada', 'alta', 'pendiente'];perdida obras conduccion aguas topografia erosionada alta pendiente
cause;14512.0;los materiales no cumplen con las especificaciones tecnicas;['materiales', 'cumplen', 'especificaciones', 'tecnicas'];materiales cumplen especificaciones tecnicas
cause;3923.0;no se cuenta con los estudios asociados al modelo de ocupacion del territorio departamental, que permita estudiar las tendencias en el uso y ocupacion del suelo de la region o el departamento en su conjunto;['cuenta', 'estudios', 'asociados', 'modelo', 'ocupacion', 'territorio', 'departamental', 'permita', 'estudiar', 'tendencias', 'uso', 'ocupacion', 'suelo', 'region', 'departamento', 'conjunto'];cuenta estudios asociados modelo ocupacion territorio departamental permita estudiar tendencias uso ocupacion suelo region departamento conjunto
cause;16714.0;via de acceso en mal estado;['via', 'acceso', 'mal'];via acceso mal
effect;1602.0;perdida de recursos de inversion publica para el municipio;['perdida', 'recursos', 'inversion', 'publica', 'municipio'];perdida recursos inversion publica municipio
effect;115962.0;baja identidad cultural de la poblacion;['baja', 'identidad', 'cultural', 'poblacion'];baja identidad cultural poblacion
effect;94703.0;inoportuno acceso a servicios medicos;['inoportuno', 'acceso', 'servicios', 'medicos'];inoportuno acceso servicios medicos
cause;14881.0;falta de  recursos para mejorar la via;['falta', 'recursos', 'mejorar', 'via'];falta recursos mejorar via
problem;36175.0;el deterioro de la via chaguani - vereda llanadas del municipio de chaguani, via muy utilizada por los habitantes, presenta gran dificultad en el transito lo que hace peligroso el acceso de vehiculos, camiones que transportan sus productos agricolas no pueden transitar y los estudiantes que tienen que trasladarse a los centros educativos no pueden recibir sus clases.;['deterioro', 'via', 'chaguani', 'vereda', 'llanadas', 'municipio', 'chaguani', 'via', 'utilizada', 'habitantes', 'presenta', 'gran', 'dificultad', 'transito', 'hace', 'peligroso', 'acceso', 'vehiculos', 'camiones', 'transportan', 'productos', 'agricolas', 'pueden', 'transitar', 'estudiantes', 'trasladarse', 'centros', 'educativos', 'pueden', 'recibir', 'clases'];deterioro via chaguani vereda llanadas municipio chaguani via utilizada habitantes presenta gran dificultad transito hace peligroso acceso vehiculos camiones transportan productos agricolas pueden transitar estudiantes trasladarse centros educativos pueden recibir clases
effect;1996.0;transmision de rodhhius prolixus;['transmision', 'rodhhius', 'prolixus'];transmision rodhhius prolixus
cause;17270.0;mantenimiento preventivo y correctivo deficiente.;['mantenimiento', 'preventivo', 'correctivo', 'deficiente'];mantenimiento preventivo correctivo deficiente
effect;1626.0;1. zonas limitrofes desordenadas y sin estrategias de planificacion;['zonas', 'limitrofes', 'desordenadas', 'estrategias', 'planificacion'];zonas limitrofes desordenadas estrategias planificacion
effect;22173.0;aumento en los costos de transporte;['aumento', 'costos', 'transporte'];aumento costos transporte
effect;95765.0;aumento en los tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
problem;56042.0;bajas condiciones de conectividad, movilidad y transitabilidad de la poblacion y de comercializacion de sus productos en la zona de rural del municipio de ubate;['bajas', 'condiciones', 'conectividad', 'movilidad', 'transitabilidad', 'poblacion', 'comercializacion', 'productos', 'zona', 'rural', 'municipio', 'ubate'];bajas condiciones conectividad movilidad transitabilidad poblacion comercializacion productos zona rural municipio ubate
cause;2642.0;ausencia de intersectorialidad para acciones de promocion y prevencion en escolares;['ausencia', 'intersectorialidad', 'acciones', 'promocion', 'prevencion', 'escolares'];ausencia intersectorialidad acciones promocion prevencion escolares
cause;18844.0;falta de proyectos para la construccion de infraestrcutura del sector educacion;['falta', 'proyectos', 'construccion', 'infraestrcutura', 'sector', 'educacion'];falta proyectos construccion infraestrcutura sector educacion
effect;18275.0;altos costos en mantenimiento vehicular.;['altos', 'costos', 'mantenimiento', 'vehicular'];altos costos mantenimiento vehicular
cause;127192.0;mal estado de las vias;['mal', 'vias'];mal vias
cause;220884.0;construccion sin consideraciones tecnicas;['construccion', 'consideraciones', 'tecnicas'];construccion consideraciones tecnicas
effect;7031.0;inadecuados espacios para la prestacion de los servicios educativos;['inadecuados', 'espacios', 'prestacion', 'servicios', 'educativos'];inadecuados espacios prestacion servicios educativos
cause;2199.0;altos costos de materiales de construccion que la comunidad no puede adquirir;['altos', 'costos', 'materiales', 'construccion', 'comunidad', 'puede', 'adquirir'];altos costos materiales construccion comunidad puede adquirir
effect;5373.0;incremento en los indices de pobreza multidimensional en el municipio;['incremento', 'indices', 'pobreza', 'multidimensional', 'municipio'];incremento indices pobreza multidimensional municipio
effect;2723.0;desmotivacion de los docentes,  directivos docentes y personal administrativo;['desmotivacion', 'docentes', 'directivos', 'docentes', 'personal', 'administrativo'];desmotivacion docentes directivos docentes personal administrativo
effect;4467.0;desercion escolar;['desercion', 'escolar'];desercion escolar
cause;3656.0;invisibilizacion de la cultura gitana;['invisibilizacion', 'cultura', 'gitana'];invisibilizacion cultura gitana
cause;5462.0;puntos criticos detectados por atender;['puntos', 'criticos', 'detectados', 'atender'];puntos criticos detectados atender
problem;3559.0;dificultad en el transito por las vias terciarias vereda de la via vereda buenos aires bajo a la vereda santa helena alta, sector tano en el municipio de pandi, cundinamarca;['dificultad', 'transito', 'vias', 'terciarias', 'vereda', 'via', 'vereda', 'buenos', 'aires', 'bajo', 'vereda', 'santa', 'helena', 'alta', 'sector', 'tano', 'municipio', 'pandi', 'cundinamarca'];dificultad transito vias terciarias vereda via vereda buenos aires bajo vereda santa helena alta sector tano municipio pandi cundinamarca
effect;1914.0;perdida de la salud y la capacidad laboral por accidentes o enfermedad relacionadas con el trabajo, especialmente en poblacion laboral vulnerable;['perdida', 'salud', 'capacidad', 'laboral', 'accidentes', 'enfermedad', 'relacionadas', 'trabajo', 'especialmente', 'poblacion', 'laboral', 'vulnerable'];perdida salud capacidad laboral accidentes enfermedad relacionadas trabajo especialmente poblacion laboral vulnerable
cause;99560.0;deterioro de fachas por falta de una estructura adecuada de espacio publico(anden);['deterioro', 'fachas', 'falta', 'estructura', 'adecuada', 'espacio', 'publico', 'anden'];deterioro fachas falta estructura adecuada espacio publico anden
cause;2955.0;insuficiencia financiera para el desarrollo de la mision de las instituciones contempladas por la norma.;['insuficiencia', 'financiera', 'desarrollo', 'mision', 'instituciones', 'contempladas', 'norma'];insuficiencia financiera desarrollo mision instituciones contempladas norma
cause;1952.0;falta de interes politico e implementacion de estrategias para garantizar la movilidad en el sector rural;['falta', 'interes', 'politico', 'implementacion', 'estrategias', 'garantizar', 'movilidad', 'sector', 'rural'];falta interes politico implementacion estrategias garantizar movilidad sector rural
effect;2485.0;movilizacion en busca de ayuda por parte de las v.c.a.;['movilizacion', 'busca', 'ayuda', 'parte'];movilizacion busca ayuda parte
problem;4101.0;dificultad en la intercomunicacion terrestre de una parte de la poblacion rural del municipio;['dificultad', 'intercomunicacion', 'terrestre', 'parte', 'poblacion', 'rural', 'municipio'];dificultad intercomunicacion terrestre parte poblacion rural municipio
effect;8076.0;perdidas economicas e incremento en los costos de los productos de la canasta familiar para la poblacion del sector;['perdidas', 'economicas', 'incremento', 'costos', 'productos', 'canasta', 'familiar', 'poblacion', 'sector'];perdidas economicas incremento costos productos canasta familiar poblacion sector
cause;7610.0;inexistente mantenimiento periodico o rutinario;['inexistente', 'mantenimiento', 'periodico', 'rutinario'];inexistente mantenimiento periodico rutinario
cause;10691.0;propagacion de enfermedades infecto contagiosas.;['propagacion', 'enfermedades', 'infecto', 'contagiosas'];propagacion enfermedades infecto contagiosas
cause;5050.0;insuficiente mantenimiento de la via;['insuficiente', 'mantenimiento', 'via'];insuficiente mantenimiento via
effect;5815.0;alto flujo vehicular;['alto', 'flujo', 'vehicular'];alto flujo vehicular
cause;12068.0;insuficiencia de recursos para apoyo a los programas de alimentacion escolar;['insuficiencia', 'recursos', 'apoyo', 'programas', 'alimentacion', 'escolar'];insuficiencia recursos apoyo programas alimentacion escolar
effect;22801.0;incremento en el costo de transporte de carga y pasajeros;['incremento', 'costo', 'transporte', 'carga', 'pasajeros'];incremento costo transporte carga pasajeros
cause;4372.0;disminucion de la calidad de vida de los habitantes;['disminucion', 'calidad', 'vida', 'habitantes'];disminucion calidad vida habitantes
cause;208361.0;la via en mal estado ocasiona mas esfuerzo de los vehiculos.;['via', 'mal', 'ocasiona', 'mas', 'esfuerzo', 'vehiculos'];via mal ocasiona mas esfuerzo vehiculos
cause;223545.0;altas precipitaciones;['altas', 'precipitaciones'];altas precipitaciones
cause;4214.0;escaso mantenimiento de la via;['escaso', 'mantenimiento', 'via'];escaso mantenimiento via
effect;4131.0;alto hacinamiento escolar.;['alto', 'hacinamiento', 'escolar'];alto hacinamiento escolar
cause;4315.0;deficiencia en los espacios para la practica deportiva.;['deficiencia', 'espacios', 'practica', 'deportiva'];deficiencia espacios practica deportiva
effect;4653.0;alta proliferacion de enfermedades respiratorias;['alta', 'proliferacion', 'enfermedades', 'respiratorias'];alta proliferacion enfermedades respiratorias
effect;76945.0;baja oferta y demanda de productos y transporte de la vereda.;['baja', 'oferta', 'demanda', 'productos', 'transporte', 'vereda'];baja oferta demanda productos transporte vereda
effect;10072.0;deterioro de la biodiversidad;['deterioro', 'biodiversidad'];deterioro biodiversidad
effect;2854.0;la comunidad no poder hacer parte de la toma de decisiones.;['comunidad', 'poder', 'hacer', 'parte', 'toma', 'decisiones'];comunidad poder hacer parte toma decisiones
problem;1239.0;intransitabilidad en las vias de la vereda santa rosa del municipio de suesca, cundinamarca;['intransitabilidad', 'vias', 'vereda', 'santa', 'rosa', 'municipio', 'suesca', 'cundinamarca'];intransitabilidad vias vereda santa rosa municipio suesca cundinamarca
cause;3931.0;bajo o nulo uso de instrumentos y mecanismos de planeacion y gestion del suelo, asi como de financiamiento del desarrollo territorial;['bajo', 'nulo', 'uso', 'instrumentos', 'mecanismos', 'planeacion', 'gestion', 'suelo', 'asi', 'financiamiento', 'desarrollo', 'territorial'];bajo nulo uso instrumentos mecanismos planeacion gestion suelo asi financiamiento desarrollo territorial
effect;2944.0;aumento en la aplicacion de  justicia por mano propia;['aumento', 'aplicacion', 'justicia', 'mano', 'propia'];aumento aplicacion justicia mano propia
cause;29798.0;acceso limitado a alimentos que cubran los requerimientos nutricionales de los ninos menores de 5 anos y las mujeres gestantes o madres lactantes;['acceso', 'limitado', 'alimentos', 'cubran', 'requerimientos', 'nutricionales', 'ninos', 'menores', 'anos', 'mujeres', 'gestantes', 'madres', 'lactantes'];acceso limitado alimentos cubran requerimientos nutricionales ninos menores anos mujeres gestantes madres lactantes
cause;8631.0;limitados recursos de la administracion municipal.;['limitados', 'recursos', 'administracion', 'municipal'];limitados recursos administracion municipal
cause;4385.0;escaso mantenimiento de la via;['escaso', 'mantenimiento', 'via'];escaso mantenimiento via
cause;178511.0;deficiente drenaje de escorrentia;['deficiente', 'drenaje', 'escorrentia'];deficiente drenaje escorrentia
cause;50690.0;deterioro de las vias;['deterioro', 'vias'];deterioro vias
problem;33526.0;dificultad en la intercomunicacion terrestre de la poblacion entre el casco urbano y la vereda la fria.;['dificultad', 'intercomunicacion', 'terrestre', 'poblacion', 'casco', 'urbano', 'vereda', 'fria'];dificultad intercomunicacion terrestre poblacion casco urbano vereda fria
cause;14416.0;mantenimiento preventivo y correctivo deficiente;['mantenimiento', 'preventivo', 'correctivo', 'deficiente'];mantenimiento preventivo correctivo deficiente
effect;2062.0;deficiente mantenimiento de la via;['deficiente', 'mantenimiento', 'via'];deficiente mantenimiento via
