TIPO;ID;DESCRIPCION;DESCRIPCION_LEM;
Effect;22461.0;Dificultad para el desplazamiento de la poblacion al casco urbano y demas veredas del municipio;['dificultad', 'para', 'el', 'desplazamiento', 'de', 'el', 'poblacion', 'a', 'el', 'casco', 'urbano', 'y', 'demo', 'vereda', 'de', 'el', 'municipio'];
Effect;22462.0;Altos costos de desplazamiento de productos agropecuarios y poblacion;['alto', 'costo', 'de', 'desplazamiento', 'de', 'producto', 'agropecuario', 'y', 'poblacion'];
Effect;22463.0;Altos costos por el mantenimiento de vehiculos;['alto', 'costo', 'por', 'el', 'mantenimiento', 'de', 'vehiculo'];
Cause;18092.0;Vias de la vereda Cerro de la Mata  en mal estado.;['via', 'de', 'el', 'vereda', 'cerro', 'de', 'el', 'matar', 'en', 'mal', 'estado', '.'];
Cause;18093.0;Deterioro de la superficie de rodadura;['deterioro', 'de', 'el', 'superficie', 'de', 'rodadura'];
Cause;18094.0;Deficiencia en el mantenimiento periodico que se realiza a las vias;['deficiencia', 'en', 'el', 'mantenimiento', 'periodico', 'que', 'él', 'realizar', 'a', 'el', 'via'];
Problem;4682.0;MAL ESTADO DE LA VIA QUE COMUNICA LA VEREDA EL MORAY CON  INSPECCION DE GUADUALITO, MUNICIPIO YACOPI, CUNDINAMARCA;['mal', 'estado', 'de', 'el', 'via', 'que', 'comunicar', 'el', 'vereda', 'el', 'moray', 'con', 'inspeccion', 'de', 'guadualito', ',', 'municipio', 'yacopi', ',', 'cundinamarca'];
Effect;22411.0;BAJA COMERCIALIZACION DE PRODUCTOS;['bajo', 'comercializacion', 'de', 'producto'];
Effect;22413.0;INCREMENTO DE PRECIOS EN LOS ALIMENTOS;['incremento', 'de', 'precio', 'en', 'el', 'alimento'];
Effect;24301.0;AUMENTO EN TIEMPOS DE VIAJE;['aumento', 'en', 'tiempo', 'de', 'viaje'];
Effect;24302.0;INOPORTUNO ACCESO ASERVICIOS MEDICOS;['inoportuno', 'acceso', 'aservicio', 'medico'];
Effect;24303.0;AUMENTO EN COSTOS DE TRANSPORTE DE CARGA Y PASAJEROS;['aumento', 'en', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero'];
Effect;24304.0;DESERCION ESCOLAR;['desercion', 'escolar'];
Cause;18049.0;DETERIORO DE LAS VIAS;['deterioro', 'de', 'el', 'via'];
Cause;18050.0;ESCASO MANTENIMIENTO DE LA VIA;['escaso', 'mantenimiento', 'de', 'el', 'via'];
Cause;19769.0;DEFICIENCIA DRENAJE DE ESCORRENTIAS;['deficiencia', 'drenaje', 'de', 'escorrentia'];
Problem;4692.0;MAL ESTADO DE LA VIA QUE COMUNICA LA VEREDA PUENTE TIERRA CON LA VEREDA ALTO DE CANAS, MUNICIPIO YACOPI, CUNDINAMARCA;['mal', 'estado', 'de', 'el', 'via', 'que', 'comunicar', 'el', 'vereda', 'puente', 'tierra', 'con', 'el', 'vereda', 'alto', 'de', 'cana', ',', 'municipio', 'yacopi', ',', 'cundinamarca'];
Effect;22437.0;AUMENTO EN TIEMPOS DE VIAJE;['aumento', 'en', 'tiempo', 'de', 'viaje'];
Effect;22438.0;BAJA COMERCIALIZACION DE PRODUCTOS;['bajo', 'comercializacion', 'de', 'producto'];
Effect;22439.0;INOPORTUNO ACCESO ASERVICIOS MEDICOS;['inoportuno', 'acceso', 'aservicio', 'medico'];
Effect;22440.0;INCREMENTO DE PRECIOS EN LOS ALIMENTOS;['incremento', 'de', 'precio', 'en', 'el', 'alimento'];
Effect;24314.0;AUMENTO EN COSTOS DE TRANSPORTE DE CARGA Y PASAJEROS;['aumento', 'en', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero'];
Effect;24315.0;DESERCION ESCOLAR;['desercion', 'escolar'];
Cause;18074.0;DETERIRORO DE LAS VIAS;['deteriroro', 'de', 'el', 'via'];
Cause;18075.0;ESCASO MANTENIMIENTO DE LA VIA;['escaso', 'mantenimiento', 'de', 'el', 'via'];
Cause;19779.0;DEFICIENCIA DRENAJE DE ESCORRENTIAS;['deficiencia', 'drenaje', 'de', 'escorrentia'];
Problem;4615.0;MAL ESTADO DE LA VIA QUE COMUNICA EL CASCO URBANO DEL MUNICIPIO CON EL CORREGIMIENTO DE IBAMA, MUNICIPIO YACOPI, CUNDINAMARCA;['mal', 'estado', 'de', 'el', 'via', 'que', 'comunicar', 'el', 'casco', 'urbano', 'de', 'el', 'municipio', 'con', 'el', 'corregimiento', 'de', 'ibama', ',', 'municipio', 'yacopi', ',', 'cundinamarca'];
Effect;22168.0;AUMENTO EN TIEMPOS DE VIAJE;['aumento', 'en', 'tiempo', 'de', 'viaje'];
Effect;22169.0;BAJA COMERCIALIZACION DE PRODUCTOS;['bajo', 'comercializacion', 'de', 'producto'];
Effect;22170.0;INOPORTUNO ACCESO ASERVICIOS MEDICOS;['inoportuno', 'acceso', 'aservicio', 'medico'];
Effect;22171.0;INCREMENTO DE PRECIOS EN LOS ALIMENTOS;['incremento', 'de', 'precio', 'en', 'el', 'alimento'];
Effect;24176.0;AUMENTO EN COSTOS DE TRANSPORTE DE CARGA Y PASAJERO;['aumento', 'en', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero'];
Effect;24177.0;DESERCION ESCOLAR;['desercion', 'escolar'];
Cause;17820.0;DETERIRORO DE LAS VIA;['deteriroro', 'de', 'el', 'via'];
Cause;17821.0;ESCASO MANTENIMIENTO DE LA VIA;['escaso', 'mantenimiento', 'de', 'el', 'via'];
Cause;19687.0;DEFICIENCIA DRENAJE DE ESCORRENTIAS;['deficiencia', 'drenaje', 'de', 'escorrentia'];
Problem;3661.0;Dificultad en la intercomunicacion terrestre de la poblacion rural de la vereda raspasdos del municipio;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'el', 'poblacion', 'rural', 'de', 'el', 'vereda', 'raspasdo', 'de', 'el', 'municipio'];
Effect;18208.0;Aumento de tiempos de viaje;['aumento', 'de', 'tiempo', 'de', 'viaje'];
Effect;18209.0;Baja comercializacion de productos del municipio;['bajo', 'comercializacion', 'de', 'producto', 'de', 'el', 'municipio'];
Effect;18210.0;Inoportuno acceso a servicios medicos;['inoportuno', 'acceso', 'a', 'servicio', 'medico'];
Effect;18211.0;Inoportuno acceso a servicios medicos;['inoportuno', 'acceso', 'a', 'servicio', 'medico'];
Effect;18212.0;Desercion escolar;['desercion', 'escolar'];
Effect;18213.0;Incremento de precios de los alimentos;['incremento', 'de', 'precio', 'de', 'el', 'alimento'];
Cause;14473.0;Deterioro de las vias;['deterioro', 'de', 'el', 'via'];
Cause;14474.0;Escaso mantenimiento de la via;['escaso', 'mantenimiento', 'de', 'el', 'via'];
Cause;14475.0;Deficiente drenaje de escorrentia;['deficiente', 'drenaje', 'de', 'escorrentia'];
Problem;1278.0;Dificultad en el transito por la VIA QUE CONDUCE DEL CASCO URBANO A LA INSPECCION SAN PEDRO EN EL SECTOR EL MATADERO EN EL MUNICIPIO DE CAPARRAPI;['dificultad', 'en', 'el', 'transito', 'por', 'el', 'via', 'que', 'conducir', 'de', 'el', 'casco', 'urbano', 'a', 'el', 'inspeccion', 'san', 'pedro', 'en', 'el', 'sector', 'el', 'matadero', 'en', 'el', 'municipio', 'de', 'caparrapi'];
Effect;5277.0;Dificultad y aumento en los tiempos de desplazamiento;['dificultad', 'y', 'aumento', 'en', 'el', 'tiempo', 'de', 'desplazamiento'];
Effect;5284.0;Aumento en los indices de mala calidad de vida;['aumento', 'en', 'el', 'indiz', 'de', 'malo', 'calidad', 'de', 'vida'];
Cause;4988.0;erdida de obras de conduccion de aguas, topografia erosionada, alta pendiente >10%;['erdida', 'de', 'obra', 'de', 'conduccion', 'de', 'agua', ',', 'topografia', 'erosionado', ',', 'alto', 'pendiente', '>10%'];
Cause;4989.0;Altas precipitaciones;['alto', 'precipitación'];
Problem;1004.0;Dificultad en el transito por la VIA QUE CONDUCE DEL CASCO URBANO A LA VEREDA AZAFRANAL SECTOR SAN FERNANDO en el Municipio de Silvania;['dificultad', 'en', 'el', 'transito', 'por', 'el', 'via', 'que', 'conducir', 'de', 'el', 'casco', 'urbano', 'a', 'el', 'vereda', 'azafranal', 'sector', 'san', 'fernando', 'en', 'el', 'municipio', 'de', 'silvania'];
Effect;4343.0;Dificultad y aumento en los tiempos de desplazamiento;['dificultad', 'y', 'aumento', 'en', 'el', 'tiempo', 'de', 'desplazamiento'];
Effect;4344.0;Aumento en los indices de mala calidad de vida;['aumento', 'en', 'el', 'indiz', 'de', 'malo', 'calidad', 'de', 'vida'];
Cause;4111.0;Perdida de obras de conduccion de aguas, topografia erosionada, alta pendiente >10%;['perdido', 'de', 'obra', 'de', 'conduccion', 'de', 'agua', ',', 'topografia', 'erosionado', ',', 'alto', 'pendiente', '>10%'];
Cause;4112.0;Insuficiente mantenimiento de las vias rurales;['insuficiente', 'mantenimiento', 'de', 'el', 'via', 'rural'];
Cause;4113.0;Altas precipitaciones;['alto', 'precipitación'];
Cause;4114.0;Transito diario de vehiculos de carga.;['transito', 'diario', 'de', 'vehiculo', 'de', 'carga', '.'];
Problem;827.0;Dificultad en la intercomunicacion terrestre de una parte de la poblacion que comunica el casco urbano a la vereda corales.;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'uno', 'parte', 'de', 'el', 'poblacion', 'que', 'comunicar', 'el', 'casco', 'urbano', 'a', 'el', 'vereda', 'coral', '.'];
Effect;3769.0;Aumento de tiempos de viaje.;['aumento', 'de', 'tiempo', 'de', 'viaje', '.'];
Effect;3770.0;Aumento en los costos de transporte de carga y pasajeros;['aumento', 'en', 'el', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero'];
Cause;3553.0;Deterioro de las vias;['deterioro', 'de', 'el', 'via'];
Cause;3554.0;Escaso mantenimiento de la via.;['escaso', 'mantenimiento', 'de', 'el', 'via', '.'];
Problem;965.0;Dificultad en la intercomunicacion terrestre de una parte de la poblacion que comunica el casco urbano a la vereda Montecillo.;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'uno', 'parte', 'de', 'el', 'poblacion', 'que', 'comunicar', 'el', 'casco', 'urbano', 'a', 'el', 'vereda', 'montecillo', '.'];
Effect;4222.0;Aumento de tiempos de viaje.;['aumento', 'de', 'tiempo', 'de', 'viaje', '.'];
Effect;4223.0;Aumento en los costos de transporte de carga y pasajeros.;['aumento', 'en', 'el', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero', '.'];
Cause;3995.0;Deterioro de las vias.;['deterioro', 'de', 'el', 'via', '.'];
Cause;3996.0;Escaso mantenimiento de la via.;['escaso', 'mantenimiento', 'de', 'el', 'via', '.'];
Problem;947.0;Dificultad en la intercomunicacion terrestre de una parte de la poblacion que comunica el casco urbano a la vereda Monquentiva.;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'uno', 'parte', 'de', 'el', 'poblacion', 'que', 'comunicar', 'el', 'casco', 'urbano', 'a', 'el', 'vereda', 'monquentivo', '.'];
Effect;4175.0;Aumento de tiempos de viaje.;['aumento', 'de', 'tiempo', 'de', 'viaje', '.'];
Effect;4176.0;Aumento en los costos de transporte de carga y pasajeros.;['aumento', 'en', 'el', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero', '.'];
Cause;3953.0;Deterioro de las vias.;['deterioro', 'de', 'el', 'via', '.'];
Cause;3954.0;Escaso mantenimiento de la via.;['escaso', 'mantenimiento', 'de', 'el', 'via', '.'];
Problem;941.0;Dificultad en la intercomunicacion terrestre de una parte de la poblacion que comunica el casco urbano a la vereda potrero largo.;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'uno', 'parte', 'de', 'el', 'poblacion', 'que', 'comunicar', 'el', 'casco', 'urbano', 'a', 'el', 'vereda', 'potrero', 'largo', '.'];
Effect;4155.0;Aumento de tiempos de viaje.;['aumento', 'de', 'tiempo', 'de', 'viaje', '.'];
Effect;4156.0;Aumento en los costos de transporte de carga y pasajeros.;['aumento', 'en', 'el', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero', '.'];
Cause;3936.0;Deterioro de las vias.;['deterioro', 'de', 'el', 'via', '.'];
Cause;3937.0;Escaso mantenimiento de la via.;['escaso', 'mantenimiento', 'de', 'el', 'via', '.'];
Problem;828.0;Dificultad en la intercomunicacion terrestre de una parte de la poblacion que comunica el casco urbano a la vereda Chaleche.;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'uno', 'parte', 'de', 'el', 'poblacion', 'que', 'comunicar', 'el', 'casco', 'urbano', 'a', 'el', 'vereda', 'chaleche', '.'];
Effect;3771.0;Aumento de tiempos de viaje.;['aumento', 'de', 'tiempo', 'de', 'viaje', '.'];
Effect;3772.0;Aumento en los costos de transporte de carga y pasajeros.;['aumento', 'en', 'el', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero', '.'];
Cause;3555.0;Deterioro de las vias.;['deterioro', 'de', 'el', 'via', '.'];
Cause;3556.0;Escaso mantenimiento de la via.;['escaso', 'mantenimiento', 'de', 'el', 'via', '.'];
Problem;1029.0;Dificultad en la Intercomunicacion terrestre de una parte de la poblacion rural del Municipio;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'uno', 'parte', 'de', 'el', 'poblacion', 'rural', 'de', 'el', 'municipio'];
Effect;4417.0;Aumento de tiempos de viaje;['aumento', 'de', 'tiempo', 'de', 'viaje'];
Effect;4418.0;Baja comercializacion de productos del Municipio;['bajo', 'comercializacion', 'de', 'producto', 'de', 'el', 'municipio'];
Effect;4419.0;inoportuno acceso a servicios medicos;['inoportuno', 'acceso', 'a', 'servicio', 'medico'];
Effect;4420.0;Aumento de los costos de transporte de carga y pasajeros;['aumento', 'de', 'el', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero'];
Effect;4421.0;Desercion escolar;['desercion', 'escolar'];
Effect;4422.0;Incremento de precios de los alimentos;['incremento', 'de', 'precio', 'de', 'el', 'alimento'];
Cause;4175.0;Deterioro en las vias;['deterioro', 'en', 'el', 'via'];
Cause;4176.0;Deficiente drenaje de escorrentia;['deficiente', 'drenaje', 'de', 'escorrentia'];
Cause;4177.0;Escaso mantenimiento de la via;['escaso', 'mantenimiento', 'de', 'el', 'via'];
Problem;914.0;DIFICULTAD EN EL ACCESO VEHICULAR PEATONAL Y VEHICULAR EN LA VIA CENTRO ALTO;['dificultad', 'en', 'el', 'acceso', 'vehicular', 'peatonal', 'y', 'vehicular', 'en', 'el', 'via', 'centro', 'alto'];
Effect;4050.0;. Aumento de los costos de operacion y mantenimiento vial;['.', 'aumento', 'de', 'el', 'costo', 'de', 'operacion', 'y', 'mantenimiento', 'vial'];
Effect;4051.0;Aumento de los costos de carga y pasajeros;['aumento', 'de', 'el', 'costo', 'de', 'carga', 'y', 'pasajero'];
Cause;3839.0;. Deficiente mantenimiento;['.', 'deficiente', 'mantenimiento'];
Cause;3840.0;Aumento de los costos de carga y pasajeros;['aumento', 'de', 'el', 'costo', 'de', 'carga', 'y', 'pasajero'];
Problem;4938.0;DIFICULTAD EN EL ACCESO VEHICULAR PEATONAL Y VEHICULAR EN LA VIA   VEREDA CENTRO ALTO;['dificultad', 'en', 'el', 'acceso', 'vehicular', 'peatonal', 'y', 'vehicular', 'en', 'el', 'via', 'vereda', 'centro', 'alto'];
Effect;23378.0;Aumento de los costos de operacion y mantenimiento vial;['aumento', 'de', 'el', 'costo', 'de', 'operacion', 'y', 'mantenimiento', 'vial'];
Effect;23379.0;Aumento de los costos de carga y pasajeros;['aumento', 'de', 'el', 'costo', 'de', 'carga', 'y', 'pasajero'];
Cause;18962.0;Deficiente mantenimiento;['deficiente', 'mantenimiento'];
Cause;18963.0;Deficientes tratamientos anteriores;['deficiente', 'tratamiento', 'anterior'];
Problem;3673.0;La via  el mochuelo escuela vereda patasica sector la lecheria  se encuentra en  condiciones deficientes que dificultan el transito vehicular;['el', 'via', 'el', 'mochuelo', 'escuela', 'vereda', 'patasico', 'sector', 'el', 'lecheria', 'él', 'encontrar', 'en', 'condición', 'deficiente', 'que', 'dificultar', 'el', 'transito', 'vehicular'];
Effect;18279.0;Deterioro de las condiciones de vida de los habitantes;['deterioro', 'de', 'el', 'condición', 'de', 'vida', 'de', 'el', 'habitante'];
Effect;18280.0;Incremento en los costos  de salud;['incremento', 'en', 'el', 'costo', 'de', 'salud'];
Cause;15311.0;Aumento de los indices de lluvias;['aumento', 'de', 'el', 'indiz', 'de', 'lluvia'];
Cause;15312.0;Deterioro en la via;['deterioro', 'en', 'el', 'via'];
Problem;3673.0;La via  se encuentra en  condiciones deficientes que dificultan el transito vehicular;['el', 'via', 'él', 'encontrar', 'en', 'condición', 'deficiente', 'que', 'dificultar', 'el', 'transito', 'vehicular'];
Effect;18279.0;Deterioro de las condiciones de vida de los habitantes;['deterioro', 'de', 'el', 'condición', 'de', 'vida', 'de', 'el', 'habitante'];
Effect;18280.0;Incremento en los costos  de salud;['incremento', 'en', 'el', 'costo', 'de', 'salud'];
Cause;15311.0;Perdida de tiempo e incremento de costos de transporte;['perdido', 'de', 'tiempo', 'e', 'incremento', 'de', 'costo', 'de', 'transporte'];
Cause;15312.0;Dificultades en el transito vehicular y peatona;['dificultad', 'en', 'el', 'transito', 'vehicular', 'y', 'peatona'];
Problem;1027.0;Dificultad en el transito por la VIA QUE CONDUCE DEL CASCO URBANO A LA VEREDA PORTONES EN EL SECTOR GUAYMARAL en el Municipio de San Bernardo;['dificultad', 'en', 'el', 'transito', 'por', 'el', 'via', 'que', 'conducir', 'de', 'el', 'casco', 'urbano', 'a', 'el', 'vereda', 'portón', 'en', 'el', 'sector', 'guaymaral', 'en', 'el', 'municipio', 'de', 'san', 'bernardo'];
Effect;4413.0;Dificultad y aumento en los tiempos de desplazamient;['dificultad', 'y', 'aumento', 'en', 'el', 'tiempo', 'de', 'desplazamient'];
Effect;4414.0;Aumento en los indices de mala calidad de vida;['aumento', 'en', 'el', 'indiz', 'de', 'malo', 'calidad', 'de', 'vida'];
Cause;4171.0;Perdida de obras de conduccion de aguas, topografia erosionada, alta pendiente >10%;['perdido', 'de', 'obra', 'de', 'conduccion', 'de', 'agua', ',', 'topografia', 'erosionado', ',', 'alto', 'pendiente', '>10%'];
Cause;4172.0;altas precipitaciones;['alto', 'precipitación'];
Problem;1006.0;Dificultad en el transito por la VIA QUE CONDUCE DEL CASCO URBANO A LA VEREDA SANTA RITA EN EL SECTOR BUENOS AIRES en el Municipio de San Bernardo;['dificultad', 'en', 'el', 'transito', 'por', 'el', 'via', 'que', 'conducir', 'de', 'el', 'casco', 'urbano', 'a', 'el', 'vereda', 'santo', 'rita', 'en', 'el', 'sector', 'buen', 'aire', 'en', 'el', 'municipio', 'de', 'san', 'bernardo'];
Effect;4349.0;Dificultad y aumento en los tiempos de desplazamiento;['dificultad', 'y', 'aumento', 'en', 'el', 'tiempo', 'de', 'desplazamiento'];
Effect;4350.0;Aumento en los indices de mala calidad de vida;['aumento', 'en', 'el', 'indiz', 'de', 'malo', 'calidad', 'de', 'vida'];
Cause;4119.0;Perdida de obras de conduccion de aguas, topografia erosionada, alta pendiente >10%;['perdido', 'de', 'obra', 'de', 'conduccion', 'de', 'agua', ',', 'topografia', 'erosionado', ',', 'alto', 'pendiente', '>10%'];
Cause;4120.0;Altas precipitaciones;['alto', 'precipitación'];
Problem;3272.0;Dificultad en la intercomunicacion terrestre de una parte de la poblacion rural del municipio de Villagomez;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'uno', 'parte', 'de', 'el', 'poblacion', 'rural', 'de', 'el', 'municipio', 'de', 'villagomez'];
Effect;16505.0;Aumento de tiempo de viaje;['aumento', 'de', 'tiempo', 'de', 'viaje'];
Effect;16506.0;Aumento de costos de transporte de carga y pasajeros;['aumento', 'de', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero'];
Effect;16507.0;Inoportuno servicios medicos;['inoportuno', 'servicio', 'medico'];
Cause;13147.0;Deterioro de las vias;['deterioro', 'de', 'el', 'via'];
Cause;13148.0;Deficiente drenaje de escorrentia;['deficiente', 'drenaje', 'de', 'escorrentia'];
Problem;917.0;Dificultad en la intercomunicacion terrestre de la poblacion rural de la vereda San Luis del municipio de Paime, Cundimarca;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'el', 'poblacion', 'rural', 'de', 'el', 'vereda', 'san', 'luis', 'de', 'el', 'municipio', 'de', 'paime', ',', 'cundimarca'];
Effect;4058.0;Aumento de tiempos de viaje;['aumento', 'de', 'tiempo', 'de', 'viaje'];
Effect;4059.0;Baja oferta y demanda de productos y transporte de la vereda;['bajo', 'oferta', 'y', 'demanda', 'de', 'producto', 'y', 'transporte', 'de', 'el', 'vereda'];
Cause;3846.0;Deficiente mantenimiento de la via;['deficiente', 'mantenimiento', 'de', 'el', 'via'];
Cause;3847.0;Inexistente mantenimiento periodico o rutinario;['inexistente', 'mantenimiento', 'periodico', 'o', 'rutinario'];
Problem;4616.0;dificultad en el transito por las vias terciarias del municipio de san francisco;['dificultad', 'en', 'el', 'transito', 'por', 'el', 'via', 'terciario', 'de', 'el', 'municipio', 'de', 'san', 'francisco'];
Effect;22172.0;aumento en los tiempos de desplazamiento;['aumento', 'en', 'el', 'tiempo', 'de', 'desplazamiento'];
Effect;22173.0;aumento en los costos de transporte;['aumento', 'en', 'el', 'costo', 'de', 'transporte'];
Cause;17822.0;bajo mantenimiento vial;['bajo', 'mantenimiento', 'vial'];
Cause;17823.0;perdida permanente de la via;['perdido', 'permanente', 'de', 'el', 'via'];
Problem;4826.0;Dificultad en la intercomunicacion terrestre de una parte de la poblacion rural del municipio;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'uno', 'parte', 'de', 'el', 'poblacion', 'rural', 'de', 'el', 'municipio'];
Effect;22964.0;Aumento de tiempos de viaje;['aumento', 'de', 'tiempo', 'de', 'viaje'];
Effect;22965.0;Aumento en los costos de transporte de carga y pasajeros;['aumento', 'en', 'el', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero'];
Cause;18586.0;Deterioro de las vias;['deterioro', 'de', 'el', 'via'];
Cause;18587.0;Escaso mantenimiento de la via;['escaso', 'mantenimiento', 'de', 'el', 'via'];
Problem;1192.0;Dificultad en la intercomunicacion terrestre de la poblacion rural de la vereda La Union del municipio de Paime, Cundimarca;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'el', 'poblacion', 'rural', 'de', 'el', 'vereda', 'el', 'union', 'de', 'el', 'municipio', 'de', 'paime', ',', 'cundimarca'];
Effect;5000.0;Aumento de tiempos de viaje;['aumento', 'de', 'tiempo', 'de', 'viaje'];
Effect;5001.0;Baja oferta y demanda de productos y transporte de la vereda;['bajo', 'oferta', 'y', 'demanda', 'de', 'producto', 'y', 'transporte', 'de', 'el', 'vereda'];
Cause;4728.0;Deficiente mantenimiento de la via;['deficiente', 'mantenimiento', 'de', 'el', 'via'];
Cause;4729.0;Inexistente mantenimiento periodico o rutinario;['inexistente', 'mantenimiento', 'periodico', 'o', 'rutinario'];
Problem;570.0;Dificultad en la intercomunicacion terrestre de la poblacion rural de la inspeccion el plomo sector la loma  del municipio de Paime, Cundimarca;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'el', 'poblacion', 'rural', 'de', 'el', 'inspeccion', 'el', 'plomo', 'sector', 'el', 'loma', 'de', 'el', 'municipio', 'de', 'paime', ',', 'cundimarca'];
Effect;2455.0;Aumento de tiempos de viaje;['aumento', 'de', 'tiempo', 'de', 'viaje'];
Effect;2456.0;Baja oferta y demanda de productos y transporte de la vereda;['bajo', 'oferta', 'y', 'demanda', 'de', 'producto', 'y', 'transporte', 'de', 'el', 'vereda'];
Cause;2313.0;Deficiente mantenimiento de la via;['deficiente', 'mantenimiento', 'de', 'el', 'via'];
Cause;2314.0;Inexistente mantenimiento periodico o rutinario;['inexistente', 'mantenimiento', 'periodico', 'o', 'rutinario'];
Problem;1229.0;Dificultad en la intercomunicacion terrestre de la poblacion rural de las veredas Tasajeras y Muchindote en el municipio de Gacheta Cundinamarca;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'de', 'el', 'poblacion', 'rural', 'de', 'el', 'vereda', 'tasajero', 'y', 'muchindote', 'en', 'el', 'municipio', 'de', 'gacheta', 'cundinamarco'];
Effect;5107.0;Aumento en los tiempos de viaje;['aumento', 'en', 'el', 'tiempo', 'de', 'viaje'];
Effect;5108.0;Baja oferta y demanda de productos y transporte en las veredas;['bajo', 'oferta', 'y', 'demanda', 'de', 'producto', 'y', 'transporte', 'en', 'el', 'vereda'];
Cause;4824.0;Mantenimiento preventivo y correctivo deficiente;['mantenimiento', 'preventivo', 'y', 'correctivo', 'deficiente'];
Cause;4825.0;Puntos criticos detectados por atender;['punto', 'critico', 'detectado', 'por', 'atender'];
Problem;5463.0;Dificultad en la intercomunicacion terrestre entre los limites de la vereda Guamal Bajo con el centro poblado de Puente Quetame, sector Loma del Zorro de la poblacion de esta vereda.;['dificultad', 'en', 'el', 'intercomunicacion', 'terrestre', 'entre', 'el', 'limite', 'de', 'el', 'vereda', 'guamal', 'bajo', 'con', 'el', 'centro', 'poblado', 'de', 'puente', 'quetame', ',', 'sector', 'loma', 'de', 'el', 'zorro', 'de', 'el', 'poblacion', 'de', 'este', 'vereda', '.'];
Effect;25586.0;Aumento de tiempos de viaje.;['aumento', 'de', 'tiempo', 'de', 'viaje', '.'];
Effect;25587.0;Aumento en los costos de transporte de carga y pasajeros.;['aumento', 'en', 'el', 'costo', 'de', 'transporte', 'de', 'carga', 'y', 'pasajero', '.'];
Cause;20966.0;Mantenimiento correctivo y preventivo insuficiente.;['mantenimiento', 'correctivo', 'y', 'preventivo', 'insuficiente', '.'];
Cause;20967.0;Puntos criticos detectados por atender.;['punto', 'critico', 'detectado', 'por', 'atender', '.'];
Problem;1083.0;Dificultad en el transito por la VIA QUE CONDUCE DEL CASCO URBANO A LA VEREDA LAUREL BAJO EN EL SECTOR CASALLAS en el Municipio de San Bernardo;['dificultad', 'en', 'el', 'transito', 'por', 'el', 'via', 'que', 'conducir', 'de', 'el', 'casco', 'urbano', 'a', 'el', 'vereda', 'laurel', 'bajo', 'en', 'el', 'sector', 'casallo', 'en', 'el', 'municipio', 'de', 'san', 'bernardo'];
Effect;4603.0;Dificultad y aumento en los tiempos de desplazamiento;['dificultad', 'y', 'aumento', 'en', 'el', 'tiempo', 'de', 'desplazamiento'];
Effect;4604.0;Aumento en los indices de mala calidad de vida;['aumento', 'en', 'el', 'indiz', 'de', 'malo', 'calidad', 'de', 'vida'];
Cause;4347.0;Perdida de obras de conduccion de aguas, topografia erosionada, alta pendiente >10%;['perdido', 'de', 'obra', 'de', 'conduccion', 'de', 'agua', ',', 'topografia', 'erosionado', ',', 'alto', 'pendiente', '>10%'];
Cause;4348.0;Altas precipitaciones;['alto', 'precipitación'];
Problem;3087.0;Dificultad en el transito por la VIA QUE CONDUCE DEL CASCO URBANO A LA VEREDA LAUREL BAJO EN EL SECTOR CASALLAS en el Municipio de San Bernardo;['dificultad', 'en', 'el', 'transito', 'por', 'el', 'via', 'que', 'conducir', 'de', 'el', 'casco', 'urbano', 'a', 'el', 'vereda', 'laurel', 'bajo', 'en', 'el', 'sector', 'casallo', 'en', 'el', 'municipio', 'de', 'san', 'bernardo'];
Effect;15798.0;Dificultad y aumento en los tiempos de desplazamiento;['dificultad', 'y', 'aumento', 'en', 'el', 'tiempo', 'de', 'desplazamiento'];
